P	Q
46.2	34.1122
7.6	15.1384
39.4	9.6012
42.7	9.4996
23.1	12.192
33.5	8.8392
13.2	12.1158
5.1	6.8834
10.4	4.8514
19.8	3.7846
11.2	3.4036
2.3	2.9464
1.3	2.7432
3	2.5146
4.3	2.3114
5.1	2.0574
0	1.8542
3.6	1.7018
10.4	1.778
29.5	1.778
40.6	1.651
9.9	1.5494
22.6	1.4478
30	1.4224
50.5	1.6002
48.5	1.4478
3.8	1.3208
2	1.2954
6.1	1.397
1.8	1.3462
1.5	1.3208
1	1.2446
26.4	1.8034
4.6	4.3434
10.7	4.4958
11.4	12.3952
3.8	10.8712
5.1	6.0198
8.4	4.5974
3	4.6736
0.3	10.795
0	8.382
0	5.4102
0.3	5.6642
1.3	5.7404
0	4.572
0	3.8862
3	3.5814
1	3.2512
0.5	2.7686
0.8	2.5146
0	2.4892
7.1	3.5814
0.3	7.5692
5.6	6.4008
4.1	6.2484
0	6.3754
43.4	13.3858
30.7	12.6238
0	8.0264
0	5.6642
0	4.6228
0	4.318
0	4.6482
0	5.8928
0	7.0104
0	7.0866
0	7.5184
2.3	9.4996
23.4	18.034
29.7	21.2852
0	14.0462
0	11.2268
0	11.43
9.7	11.684
0	11.6078
0	9.4742
0	10.0076
0	11.8618
0	12.2936
0	11.6586
0	11.3284
2	12.7508
5.8	15.0368
0	12.0142
2.8	9.2456
0	6.858
4.6	6.3754
8.1	7.1628
1.8	6.5532
0	5.5118
0	4.7752
0.8	4.4704
0	4.2672
0	4.3942
4.6	4.6482
1.8	4.3434
2.5	3.7592
0	3.4036
0	3.175
20.6	3.8862
8.4	5.1308
13.2	5.4102
0.3	5.461
0	4.4958
0.3	3.937
17	4.1656
8.4	3.937
0.5	3.6322
0	3.175
0	2.8956
30.2	4.5466
2.3	5.1054
0	4.3688
3	3.556
0.3	2.9464
1	2.6416
0	2.3368
0	2.1336
0	1.9558
0	1.8288
0	1.7272
0	1.6002
0	1.4224
0	1.3208
0	1.2446
8.6	1.2446
3.6	1.2192
0	1.0414
0	0.9652
0	0.9144
12.2	0.9906
13	1.8542
0	1.2446
0	1.016
0	0.9398
0	0.889
0	0.8636
0	0.8382
17.5	1.0668
4.1	0.9398
0	0.8382
16.5	0.9652
3	1.8796
0	1.2954
0	1.0922
0	0.9652
0	0.9144
0	0.889
0	0.8636
0	0.8382
0.3	0.8128
7.4	0.8382
37.8	2.6924
1.3	2.6416
0	1.9304
0	1.5748
0	1.2954
0	1.143
0	1.016
0	0.9144
0	0.8382
0	0.8128
0	0.7874
0	0.762
0	0.7366
12.2	0.762
34	1.6764
3.8	2.0828
17	2.413
10.7	3.5052
4.8	3.7338
7.9	3.4036
0.3	3.0988
0	2.5654
0	2.1336
0	1.8288
0	1.6256
0	1.4732
0	1.3462
0	1.2446
0	1.1176
0	1.016
0	0.9144
0	0.8636
0	0.8382
0	0.7874
0	0.762
0	0.7366
0	0.6858
0	0.6604
0	0.635
0	0.6096
0	0.6096
0	0.5842
0	0.5842
0	0.5842
0	0.5588
0	0.5588
0	0.5588
0	0.5334
0	0.508
0	0.508
0	0.508
0	0.4826
0	0.4826
0	0.4826
0	0.4572
0	0.4064
0	0.4064
0	0.4064
0	0.381
0	0.3556
0	0.3556
0	0.381
0	0.3556
0	0.3302
0	0.3048
0	0.2794
0	0.2794
0	0.254
0	0.254
0	0.2286
0	0.254
0	0.2286
0	0.2032
0	0.2286
0	0.2032
0	0.2032
0	0.1778
0	0.2032
0	0.2032
0	0.2032
0	0.1778
0	0.1778
